NOTICIA DE REFERENCIA: https://www.elmundo.es/deportes/baloncesto/nba/2020/02/07/5e3dd42c21efa035088b459f.html
Algoritmo: SIMILITUD_COSENO_SPACY	 Atributos: titularNoticia
2019-10-04T18:26:05Z	https://www.elmundo.es/espana/2019/10/04/5d978eadfdddff1e0a8b468d.html
2019-10-04T14:41:32Z	https://www.elmundo.es/espana/2019/10/04/5d975113fdddff1f5c8b462f.html
2019-10-04T06:41:20Z	https://www.elmundo.es/economia/2019/10/04/5d96e94521efa0a16a8b4620.html
2019-10-03T19:01:36Z	https://www.elmundo.es/espana/2019/10/03/5d96457bfdddff71298b45ba.html
2019-10-03T18:26:17Z	https://www.elmundo.es/espana/2019/10/03/5d963d34fdddff620f8b45cc.html
2019-10-03T15:10:32Z	https://www.elmundo.es/internacional/2019/10/03/5d960d2021efa0db368b45bf.html
2019-10-03T13:10:09Z	https://www.elmundo.es/espana/2019/10/03/5d95f31afdddff170a8b4591.html
2019-10-03T11:39:55Z	https://www.elmundo.es/internacional/2019/10/03/5d95d620fc6c8371488b459f.html
2019-10-03T11:24:01Z	https://www.elmundo.es/espana/2019/10/03/5d95d935fdddff1f5c8b458c.html
2019-10-03T11:00:24Z	https://www.elmundo.es/espana/2019/10/03/5d95d4b4fc6c83323d8b45eb.html
2019-10-03T00:04:43Z	https://www.elmundo.es/espana/2019/10/03/5d9502c3fdddff0e058b456f.html
2019-10-02T20:28:51Z	https://www.elmundo.es/internacional/2019/10/02/5d950876fc6c83eb3b8b456f.html
2019-10-02T16:13:55Z	https://www.elmundo.es/espana/2019/10/02/5d94bbddfc6c8303548b4670.html
2019-10-02T15:37:24Z	https://www.elmundo.es/internacional/2019/10/02/5d94c3a5fc6c8355538b465f.html
2019-10-02T12:34:28Z	https://www.elmundo.es/espana/2019/10/02/5d949948fc6c83755e8b4636.html
2019-10-02T11:32:55Z	https://www.elmundo.es/internacional/2019/10/02/5d948ad0fc6c830a6f8b4629.html
2019-10-02T08:55:12Z	https://www.elmundo.es/espana/2019/10/02/5d9465defc6c83d2628b45fb.html
2019-10-02T00:18:30Z	https://www.elmundo.es/internacional/2019/10/02/5d93ecc6fc6c83a25e8b462c.html
2019-10-01T18:41:03Z	https://www.elmundo.es/espana/2019/10/01/5d939a6a21efa0c7448b465a.html
2019-10-01T12:34:15Z	https://www.elmundo.es/internacional/2019/10/01/5d934720fc6c83d2628b45b9.html
2019-10-01T11:16:51Z	https://www.elmundo.es/espana/2019/10/01/5d933442fdddffad598b45e9.html
2019-10-01T07:44:28Z	https://www.elmundo.es/espana/2019/10/01/5d9303cefdddff34678b45ad.html
2019-04-30T12:42:39Z	https://www.elmundo.es/espana/2019/04/30/5cc8427121efa044208b4638.html
2019-04-30T10:57:33Z	https://www.elmundo.es/espana/2019/04/30/5cc829ae21efa042388b4633.html
2019-04-30T10:32:58Z	https://www.elmundo.es/espana/2019/04/30/5cc823be21efa00c278b45de.html
2019-04-30T09:31:21Z	https://www.elmundo.es/espana/2019/04/30/5cc815d921efa0bf088b45f0.html
2019-04-30T08:57:00Z	https://www.elmundo.es/espana/2019/04/30/5cc80d71fc6c8362038b4618.html
2019-04-30T00:07:43Z	https://www.elmundo.es/opinion/2019/04/30/5cc6f81cfdddfff3608b462f.html
2019-04-30T00:00:47Z	https://www.elmundo.es/espana/2019/04/30/5cc75c73fdddff0a418b46de.html
